GRN Code,SKU Code,Style Name,Size,Store Code,Store Name,City,Quantity
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30412B__S,CWS6TU30412B,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30412B__XL,CWS6TU30412B,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30412B__XS,CWS6TU30412B,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416A__2XL,CWS6TU30416A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416A__L,CWS6TU30416A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416A__M,CWS6TU30416A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416A__S,CWS6TU30416A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416A__XL,CWS6TU30416A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416A__XS,CWS6TU30416A,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,2
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416B__2XL,CWS6TU30416B,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416B__L,CWS6TU30416B,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416B__M,CWS6TU30416B,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416B__S,CWS6TU30416B,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416B__XL,CWS6TU30416B,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30416B__XS,CWS6TU30416B,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417A__2XL,CWS6TU30417A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417A__L,CWS6TU30417A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417A__M,CWS6TU30417A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417A__S,CWS6TU30417A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417A__XL,CWS6TU30417A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417A__XS,CWS6TU30417A,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417B__2XL,CWS6TU30417B,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417B__L,CWS6TU30417B,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417B__M,CWS6TU30417B,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417B__S,CWS6TU30417B,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417B__XL,CWS6TU30417B,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30417B__XS,CWS6TU30417B,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418A__2XL,CWS6TU30418A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418A__L,CWS6TU30418A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418A__M,CWS6TU30418A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418A__S,CWS6TU30418A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418A__XL,CWS6TU30418A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418A__XS,CWS6TU30418A,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,2
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418B__2XL,CWS6TU30418B,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418B__L,CWS6TU30418B,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418B__M,CWS6TU30418B,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418B__S,CWS6TU30418B,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418B__XL,CWS6TU30418B,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30418B__XS,CWS6TU30418B,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419A__2XL,CWS6TU30419A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419A__L,CWS6TU30419A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419A__M,CWS6TU30419A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419A__S,CWS6TU30419A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419A__XL,CWS6TU30419A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419A__XS,CWS6TU30419A,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419B__2XL,CWS6TU30419B,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419B__L,CWS6TU30419B,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419B__M,CWS6TU30419B,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419B__S,CWS6TU30419B,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419B__XL,CWS6TU30419B,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30419B__XS,CWS6TU30419B,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420A__2XL,CWS6TU30420A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420A__L,CWS6TU30420A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420A__M,CWS6TU30420A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420A__S,CWS6TU30420A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420A__XL,CWS6TU30420A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420A__XS,CWS6TU30420A,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420B__2XL,CWS6TU30420B,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420B__L,CWS6TU30420B,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420B__M,CWS6TU30420B,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420B__S,CWS6TU30420B,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420B__XL,CWS6TU30420B,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30420B__XS,CWS6TU30420B,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460A__2XL,CWS6TU30460A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460A__L,CWS6TU30460A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460A__M,CWS6TU30460A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460A__S,CWS6TU30460A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460A__XL,CWS6TU30460A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460A__XS,CWS6TU30460A,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460B__2XL,CWS6TU30460B,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460B__L,CWS6TU30460B,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460B__M,CWS6TU30460B,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460B__S,CWS6TU30460B,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460B__XL,CWS6TU30460B,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,CWS6TU30460B__XS,CWS6TU30460B,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818A__2XL,DAS-EWS6KU61818A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818A__L,DAS-EWS6KU61818A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818A__M,DAS-EWS6KU61818A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818A__S,DAS-EWS6KU61818A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818A__XL,DAS-EWS6KU61818A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818A__XS,DAS-EWS6KU61818A,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,9
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818B__2XL,DAS-EWS6KU61818B,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818B__L,DAS-EWS6KU61818B,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818B__M,DAS-EWS6KU61818B,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818B__S,DAS-EWS6KU61818B,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818B__XL,DAS-EWS6KU61818B,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61818B__XS,DAS-EWS6KU61818B,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819A__2XL,DAS-EWS6KU61819A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819A__L,DAS-EWS6KU61819A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819A__M,DAS-EWS6KU61819A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819A__S,DAS-EWS6KU61819A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819A__XL,DAS-EWS6KU61819A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819A__XS,DAS-EWS6KU61819A,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819B__2XL,DAS-EWS6KU61819B,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819B__L,DAS-EWS6KU61819B,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819B__M,DAS-EWS6KU61819B,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819B__S,DAS-EWS6KU61819B,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819B__XL,DAS-EWS6KU61819B,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,DAS-EWS6KU61819B__XS,DAS-EWS6KU61819B,XS,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22195A__2XL,EWA5CD22195A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22195A__L,EWA5CD22195A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22195A__M,EWA5CD22195A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22195A__S,EWA5CD22195A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22195A__XL,EWA5CD22195A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22195B__2XL,EWA5CD22195B,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22195B__L,EWA5CD22195B,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22195B__M,EWA5CD22195B,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22195B__S,EWA5CD22195B,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22195B__XL,EWA5CD22195B,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,6
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22360A__L/XL,EWA5CD22360A,L/XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22360A__S/M,EWA5CD22360A,S/M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,2
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22361A__L/XL,EWA5CD22361A,L/XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22361A__S/M,EWA5CD22361A,S/M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22511A__L,EWA5CD22511A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22511A__M,EWA5CD22511A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWA5CD22511A__S,EWA5CD22511A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS2CD2043B__2XL,EWS2CD2043B,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS2CD2043B__L,EWS2CD2043B,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS2CD2043B__M,EWS2CD2043B,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS2CD2043B__S,EWS2CD2043B,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,2
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS2CD2043B__XL,EWS2CD2043B,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22898A__2XL,EWS6CD22898A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22898A__L,EWS6CD22898A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22898A__M,EWS6CD22898A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22898A__S,EWS6CD22898A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22898A__XL,EWS6CD22898A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22899A__2XL,EWS6CD22899A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22899A__L,EWS6CD22899A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22899A__M,EWS6CD22899A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22899A__S,EWS6CD22899A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22899A__XL,EWS6CD22899A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22900A__2XL,EWS6CD22900A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22900A__L,EWS6CD22900A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22900A__M,EWS6CD22900A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22900A__S,EWS6CD22900A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22900A__XL,EWS6CD22900A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22901A__2XL,EWS6CD22901A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22901A__L,EWS6CD22901A,L,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22901A__M,EWS6CD22901A,M,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22901A__S,EWS6CD22901A,S,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22901A__XL,EWS6CD22901A,XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
SS26 Master File For Allocation V12-INITIAL-STOCK,EWS6CD22902A__2XL,EWS6CD22902A,2XL,100_FT_INDIRANAGAR_B_75EA92,100 FT INDIRANAGAR BANGALORE,,1
