buyer_name,vendor_name,sku_code,category,fabric,TOP COLOUR,colour,colour_family,mrp,story,sub_story,SUB STORY 2,store_group_rule,style_risk_group,size,total_buy_qty,ecom_reserved_qty,ars_reserved_qty,expected_first_allocation_qty
David,Dimple,CWS6TU30418A,Tunic,Cotton Dobby,Blue,BLUE,BLUE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,L,160,12,52,96
David,Dimple,CWS6TU30418A,Tunic,Cotton Dobby,Blue,BLUE,BLUE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,XL,160,12,52,96
David,Dimple,CWS6TU30418A,Tunic,Cotton Dobby,Blue,BLUE,BLUE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,2XL,80,6,26,48
David,Dimple,CWS6TU30418A,Tunic,Cotton Dobby,Blue,BLUE,BLUE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,S/M,0,0,0,0
David,Dimple,CWS6TU30418A,Tunic,Cotton Dobby,Blue,BLUE,BLUE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,L/XL,0,0,0,0
David,Dimple,CWS6TU30418B,Tunic,Cotton Dobby,Maroon,MAROON,RED,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,XS,80,6,26,48
David,Dimple,CWS6TU30418B,Tunic,Cotton Dobby,Maroon,MAROON,RED,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,S,160,12,52,96
David,Dimple,CWS6TU30418B,Tunic,Cotton Dobby,Maroon,MAROON,RED,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,M,160,12,52,96
David,Dimple,CWS6TU30418B,Tunic,Cotton Dobby,Maroon,MAROON,RED,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,L,160,12,52,96
David,Dimple,CWS6TU30418B,Tunic,Cotton Dobby,Maroon,MAROON,RED,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,XL,160,12,52,96
David,Dimple,CWS6TU30418B,Tunic,Cotton Dobby,Maroon,MAROON,RED,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,2XL,80,6,26,48
David,Dimple,CWS6TU30418B,Tunic,Cotton Dobby,Maroon,MAROON,RED,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,S/M,0,0,0,0
David,Dimple,CWS6TU30418B,Tunic,Cotton Dobby,Maroon,MAROON,RED,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,L/XL,0,0,0,0
David,Dimple,CWS6TU30419A,Tunic,Cotton Dobby,Purple,PURPLE,PURPLE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,XS,80,6,26,48
David,Dimple,CWS6TU30419A,Tunic,Cotton Dobby,Purple,PURPLE,PURPLE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,S,160,12,52,96
David,Dimple,CWS6TU30419A,Tunic,Cotton Dobby,Purple,PURPLE,PURPLE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,M,160,12,52,96
David,Dimple,CWS6TU30419A,Tunic,Cotton Dobby,Purple,PURPLE,PURPLE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,L,160,12,52,96
David,Dimple,CWS6TU30419A,Tunic,Cotton Dobby,Purple,PURPLE,PURPLE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,XL,160,12,52,96
David,Dimple,CWS6TU30419A,Tunic,Cotton Dobby,Purple,PURPLE,PURPLE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,2XL,80,6,26,48
David,Dimple,CWS6TU30419A,Tunic,Cotton Dobby,Purple,PURPLE,PURPLE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,S/M,0,0,0,0
David,Dimple,CWS6TU30419A,Tunic,Cotton Dobby,Purple,PURPLE,PURPLE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,L/XL,0,0,0,0
David,Dimple,CWS6TU30419B,Tunic,Cotton Dobby,Peach,PEACH,ORANGE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,XS,80,6,26,48
David,Dimple,CWS6TU30419B,Tunic,Cotton Dobby,Peach,PEACH,ORANGE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,S,160,12,52,96
David,Dimple,CWS6TU30419B,Tunic,Cotton Dobby,Peach,PEACH,ORANGE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,M,160,12,52,96
David,Dimple,CWS6TU30419B,Tunic,Cotton Dobby,Peach,PEACH,ORANGE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,L,160,12,52,96
David,Dimple,CWS6TU30419B,Tunic,Cotton Dobby,Peach,PEACH,ORANGE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,XL,160,12,52,96
David,Dimple,CWS6TU30419B,Tunic,Cotton Dobby,Peach,PEACH,ORANGE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,2XL,80,6,26,48
David,Dimple,CWS6TU30419B,Tunic,Cotton Dobby,Peach,PEACH,ORANGE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,S/M,0,0,0,0
David,Dimple,CWS6TU30419B,Tunic,Cotton Dobby,Peach,PEACH,ORANGE,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,L/XL,0,0,0,0
David,Dimple,CWS6TU30420A,Tunic,Cotton Dobby,Beige,BEIGE,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,XS,80,6,26,48
David,Dimple,CWS6TU30420A,Tunic,Cotton Dobby,Beige,BEIGE,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,S,160,12,52,96
David,Dimple,CWS6TU30420A,Tunic,Cotton Dobby,Beige,BEIGE,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,M,160,12,52,96
David,Dimple,CWS6TU30420A,Tunic,Cotton Dobby,Beige,BEIGE,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,L,160,12,52,96
David,Dimple,CWS6TU30420A,Tunic,Cotton Dobby,Beige,BEIGE,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,XL,160,12,52,96
David,Dimple,CWS6TU30420A,Tunic,Cotton Dobby,Beige,BEIGE,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,2XL,80,6,26,48
David,Dimple,CWS6TU30420A,Tunic,Cotton Dobby,Beige,BEIGE,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,S/M,0,0,0,0
David,Dimple,CWS6TU30420A,Tunic,Cotton Dobby,Beige,BEIGE,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group A,L/XL,0,0,0,0
David,Dimple,CWS6TU30420B,Tunic,Cotton Dobby,Cream,CREAM,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,XS,80,6,26,48
David,Dimple,CWS6TU30420B,Tunic,Cotton Dobby,Cream,CREAM,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,S,160,12,52,96
David,Dimple,CWS6TU30420B,Tunic,Cotton Dobby,Cream,CREAM,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,M,160,12,52,96
David,Dimple,CWS6TU30420B,Tunic,Cotton Dobby,Cream,CREAM,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,L,160,12,52,96
David,Dimple,CWS6TU30420B,Tunic,Cotton Dobby,Cream,CREAM,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,XL,160,12,52,96
David,Dimple,CWS6TU30420B,Tunic,Cotton Dobby,Cream,CREAM,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,2XL,80,6,26,48
David,Dimple,CWS6TU30420B,Tunic,Cotton Dobby,Cream,CREAM,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,S/M,0,0,0,0
David,Dimple,CWS6TU30420B,Tunic,Cotton Dobby,Cream,CREAM,NEUTRAL,1498,Cotton Dobby -Tile Print,(blank),(blank),All Stores,Group B,L/XL,0,0,0,0
David,Dogri Collection,CWS6CD22983A,Salwar Suit,Cotton,Teal,TEAL,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,XS,50,3,16,31
David,Dogri Collection,CWS6CD22983A,Salwar Suit,Cotton,Teal,TEAL,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,S,100,7,33,60
David,Dogri Collection,CWS6CD22983A,Salwar Suit,Cotton,Teal,TEAL,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,M,151,10,49,92
David,Dogri Collection,CWS6CD22983A,Salwar Suit,Cotton,Teal,TEAL,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,L,151,10,49,92
David,Dogri Collection,CWS6CD22983A,Salwar Suit,Cotton,Teal,TEAL,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,XL,100,7,33,60
David,Dogri Collection,CWS6CD22983A,Salwar Suit,Cotton,Teal,TEAL,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,2XL,50,3,16,31
David,Dogri Collection,CWS6CD22983A,Salwar Suit,Cotton,Teal,TEAL,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,S/M,0,0,0,0
David,Dogri Collection,CWS6CD22983A,Salwar Suit,Cotton,Teal,TEAL,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
David,Dogri Collection,CWS6CD22983B,Salwar Suit,Cotton,Orange,ORANGE,ORANGE,3998,(blank),(blank),(blank),All Stores,No Group,XS,50,3,16,31
David,Dogri Collection,CWS6CD22983B,Salwar Suit,Cotton,Orange,ORANGE,ORANGE,3998,(blank),(blank),(blank),All Stores,No Group,S,100,7,33,60
David,Dogri Collection,CWS6CD22983B,Salwar Suit,Cotton,Orange,ORANGE,ORANGE,3998,(blank),(blank),(blank),All Stores,No Group,M,151,10,49,92
David,Dogri Collection,CWS6CD22983B,Salwar Suit,Cotton,Orange,ORANGE,ORANGE,3998,(blank),(blank),(blank),All Stores,No Group,L,151,10,49,92
David,Dogri Collection,CWS6CD22983B,Salwar Suit,Cotton,Orange,ORANGE,ORANGE,3998,(blank),(blank),(blank),All Stores,No Group,XL,100,7,33,60
David,Dogri Collection,CWS6CD22983B,Salwar Suit,Cotton,Orange,ORANGE,ORANGE,3998,(blank),(blank),(blank),All Stores,No Group,2XL,50,3,16,31
David,Dogri Collection,CWS6CD22983B,Salwar Suit,Cotton,Orange,ORANGE,ORANGE,3998,(blank),(blank),(blank),All Stores,No Group,S/M,0,0,0,0
David,Dogri Collection,CWS6CD22983B,Salwar Suit,Cotton,Orange,ORANGE,ORANGE,3998,(blank),(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
David,Dogri Collection,CWS6CD22984A,Salwar Suit,Cotton,Powder Blue,POWDER BLUE,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,XS,50,3,16,31
David,Dogri Collection,CWS6CD22984A,Salwar Suit,Cotton,Powder Blue,POWDER BLUE,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,S,100,7,33,60
David,Dogri Collection,CWS6CD22984A,Salwar Suit,Cotton,Powder Blue,POWDER BLUE,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,M,151,10,49,92
David,Dogri Collection,CWS6CD22984A,Salwar Suit,Cotton,Powder Blue,POWDER BLUE,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,L,151,10,49,92
David,Dogri Collection,CWS6CD22984A,Salwar Suit,Cotton,Powder Blue,POWDER BLUE,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,XL,100,7,33,60
David,Dogri Collection,CWS6CD22984A,Salwar Suit,Cotton,Powder Blue,POWDER BLUE,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,2XL,50,3,16,31
David,Dogri Collection,CWS6CD22984A,Salwar Suit,Cotton,Powder Blue,POWDER BLUE,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,S/M,0,0,0,0
David,Dogri Collection,CWS6CD22984A,Salwar Suit,Cotton,Powder Blue,POWDER BLUE,BLUE,3998,(blank),(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
David,Dogri Collection,CWS6CD22984B,Salwar Suit,Cotton,Yellow,YELLOW,YELLOW,3998,(blank),(blank),(blank),All Stores,No Group,XS,50,3,16,31
David,Dogri Collection,CWS6CD22984B,Salwar Suit,Cotton,Yellow,YELLOW,YELLOW,3998,(blank),(blank),(blank),All Stores,No Group,S,100,7,33,60
David,Dogri Collection,CWS6CD22984B,Salwar Suit,Cotton,Yellow,YELLOW,YELLOW,3998,(blank),(blank),(blank),All Stores,No Group,M,151,10,49,92
David,Dogri Collection,CWS6CD22984B,Salwar Suit,Cotton,Yellow,YELLOW,YELLOW,3998,(blank),(blank),(blank),All Stores,No Group,L,151,10,49,92
David,Dogri Collection,CWS6CD22984B,Salwar Suit,Cotton,Yellow,YELLOW,YELLOW,3998,(blank),(blank),(blank),All Stores,No Group,XL,100,7,33,60
David,Dogri Collection,CWS6CD22984B,Salwar Suit,Cotton,Yellow,YELLOW,YELLOW,3998,(blank),(blank),(blank),All Stores,No Group,2XL,50,3,16,31
David,Dogri Collection,CWS6CD22984B,Salwar Suit,Cotton,Yellow,YELLOW,YELLOW,3998,(blank),(blank),(blank),All Stores,No Group,S/M,0,0,0,0
David,Dogri Collection,CWS6CD22984B,Salwar Suit,Cotton,Yellow,YELLOW,YELLOW,3998,(blank),(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
David,Dogri Collection,CWS6KS11144A,Kurta Set,Cotton,Teal,TEAL,BLUE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,XS,100,7,33,60
David,Dogri Collection,CWS6KS11144A,Kurta Set,Cotton,Teal,TEAL,BLUE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,S,200,13,65,122
David,Dogri Collection,CWS6KS11144A,Kurta Set,Cotton,Teal,TEAL,BLUE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,M,250,17,82,151
David,Dogri Collection,CWS6KS11144A,Kurta Set,Cotton,Teal,TEAL,BLUE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,L,300,20,98,182
David,Dogri Collection,CWS6KS11144A,Kurta Set,Cotton,Teal,TEAL,BLUE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,XL,200,13,65,122
David,Dogri Collection,CWS6KS11144A,Kurta Set,Cotton,Teal,TEAL,BLUE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,2XL,0,0,0,0
David,Dogri Collection,CWS6KS11144A,Kurta Set,Cotton,Teal,TEAL,BLUE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,S/M,0,0,0,0
David,Dogri Collection,CWS6KS11144A,Kurta Set,Cotton,Teal,TEAL,BLUE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
David,Dogri Collection,CWS6KS11144B,Kurta Set,Cotton,Purple,PURPLE,PURPLE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,XS,100,7,33,60
David,Dogri Collection,CWS6KS11144B,Kurta Set,Cotton,Purple,PURPLE,PURPLE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,S,200,13,65,122
David,Dogri Collection,CWS6KS11144B,Kurta Set,Cotton,Purple,PURPLE,PURPLE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,M,250,17,82,151
David,Dogri Collection,CWS6KS11144B,Kurta Set,Cotton,Purple,PURPLE,PURPLE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,L,300,20,98,182
David,Dogri Collection,CWS6KS11144B,Kurta Set,Cotton,Purple,PURPLE,PURPLE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,XL,200,13,65,122
David,Dogri Collection,CWS6KS11144B,Kurta Set,Cotton,Purple,PURPLE,PURPLE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,2XL,0,0,0,0
David,Dogri Collection,CWS6KS11144B,Kurta Set,Cotton,Purple,PURPLE,PURPLE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,S/M,0,0,0,0
David,Dogri Collection,CWS6KS11144B,Kurta Set,Cotton,Purple,PURPLE,PURPLE,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
David,Dogri Collection,CWS6KS11144C,Kurta Set,Cotton,Mustard,MUSTARD,YELLOW,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,XS,100,7,33,60
David,Dogri Collection,CWS6KS11144C,Kurta Set,Cotton,Mustard,MUSTARD,YELLOW,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,S,200,13,65,122
David,Dogri Collection,CWS6KS11144C,Kurta Set,Cotton,Mustard,MUSTARD,YELLOW,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,M,250,17,82,151
David,Dogri Collection,CWS6KS11144C,Kurta Set,Cotton,Mustard,MUSTARD,YELLOW,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,L,300,20,98,182
David,Dogri Collection,CWS6KS11144C,Kurta Set,Cotton,Mustard,MUSTARD,YELLOW,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,XL,200,13,65,122
David,Dogri Collection,CWS6KS11144C,Kurta Set,Cotton,Mustard,MUSTARD,YELLOW,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,2XL,0,0,0,0
David,Dogri Collection,CWS6KS11144C,Kurta Set,Cotton,Mustard,MUSTARD,YELLOW,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,S/M,0,0,0,0
David,Dogri Collection,CWS6KS11144C,Kurta Set,Cotton,Mustard,MUSTARD,YELLOW,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
David,Dogri Collection,CWS6KS11144D,Kurta Set,Cotton,Pink,PINK,PINK,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,XS,100,7,33,60
David,Dogri Collection,CWS6KS11144D,Kurta Set,Cotton,Pink,PINK,PINK,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,S,200,13,65,122
David,Dogri Collection,CWS6KS11144D,Kurta Set,Cotton,Pink,PINK,PINK,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,M,250,17,82,151
David,Dogri Collection,CWS6KS11144D,Kurta Set,Cotton,Pink,PINK,PINK,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,L,300,20,98,182
David,Dogri Collection,CWS6KS11144D,Kurta Set,Cotton,Pink,PINK,PINK,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,XL,200,13,65,122
David,Dogri Collection,CWS6KS11144D,Kurta Set,Cotton,Pink,PINK,PINK,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,2XL,0,0,0,0
David,Dogri Collection,CWS6KS11144D,Kurta Set,Cotton,Pink,PINK,PINK,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,S/M,0,0,0,0
David,Dogri Collection,CWS6KS11144D,Kurta Set,Cotton,Pink,PINK,PINK,2598,Cotton-Printed,(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
David,Dogri Collection,EWS6CD22985A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,XS,35,3,11,21
David,Dogri Collection,EWS6CD22985A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,S,70,5,23,42
David,Dogri Collection,EWS6CD22985A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,M,105,8,34,63
David,Dogri Collection,EWS6CD22985A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,L,105,8,34,63
David,Dogri Collection,EWS6CD22985A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,XL,70,5,23,42
David,Dogri Collection,EWS6CD22985A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,2XL,35,3,11,21
David,Dogri Collection,EWS6CD22985A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,S/M,0,0,0,0
David,Dogri Collection,EWS6CD22985A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,L/XL,0,0,0,0
David,Dogri Collection,EWS6CD22986A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,XS,35,3,11,21
David,Dogri Collection,EWS6CD22986A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,S,70,5,23,42
David,Dogri Collection,EWS6CD22986A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,M,105,8,34,63
David,Dogri Collection,EWS6CD22986A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,L,105,8,34,63
David,Dogri Collection,EWS6CD22986A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,XL,70,5,23,42
David,Dogri Collection,EWS6CD22986A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,2XL,35,3,11,21
David,Dogri Collection,EWS6CD22986A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,S/M,0,0,0,0
David,Dogri Collection,EWS6CD22986A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,L/XL,0,0,0,0
David,Dogri Collection,EWS6CD22987A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,XS,35,3,11,21
David,Dogri Collection,EWS6CD22987A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,S,70,5,23,42
David,Dogri Collection,EWS6CD22987A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,M,105,8,34,63
David,Dogri Collection,EWS6CD22987A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,L,105,8,34,63
David,Dogri Collection,EWS6CD22987A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,XL,70,5,23,42
David,Dogri Collection,EWS6CD22987A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,2XL,35,3,11,21
David,Dogri Collection,EWS6CD22987A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,S/M,0,0,0,0
David,Dogri Collection,EWS6CD22987A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,L/XL,0,0,0,0
David,Dogri Collection,EWS6CD22988A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,XS,35,3,11,21
David,Dogri Collection,EWS6CD22988A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,S,70,5,23,42
David,Dogri Collection,EWS6CD22988A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,M,105,8,34,63
David,Dogri Collection,EWS6CD22988A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,L,105,8,34,63
David,Dogri Collection,EWS6CD22988A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,XL,70,5,23,42
David,Dogri Collection,EWS6CD22988A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,2XL,35,3,11,21
David,Dogri Collection,EWS6CD22988A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,S/M,0,0,0,0
David,Dogri Collection,EWS6CD22988A,Salwar Suit,Linen,Cream,CREAM,NEUTRAL,4998,(blank),(blank),(blank),"A+, A & B Stores",No Group,L/XL,0,0,0,0
David,Dogri Collection,EWS6CD22989A,Salwar Suit,Chanderi,Green,GREEN,GREEN,4998,(blank),(blank),(blank),All Stores,No Group,XS,52,3,17,32
David,Dogri Collection,EWS6CD22989A,Salwar Suit,Chanderi,Green,GREEN,GREEN,4998,(blank),(blank),(blank),All Stores,No Group,S,104,7,34,63
David,Dogri Collection,EWS6CD22989A,Salwar Suit,Chanderi,Green,GREEN,GREEN,4998,(blank),(blank),(blank),All Stores,No Group,M,156,10,51,95
David,Dogri Collection,EWS6CD22989A,Salwar Suit,Chanderi,Green,GREEN,GREEN,4998,(blank),(blank),(blank),All Stores,No Group,L,156,10,51,95
David,Dogri Collection,EWS6CD22989A,Salwar Suit,Chanderi,Green,GREEN,GREEN,4998,(blank),(blank),(blank),All Stores,No Group,XL,104,7,34,63
David,Dogri Collection,EWS6CD22989A,Salwar Suit,Chanderi,Green,GREEN,GREEN,4998,(blank),(blank),(blank),All Stores,No Group,2XL,52,3,17,32
David,Dogri Collection,EWS6CD22989A,Salwar Suit,Chanderi,Green,GREEN,GREEN,4998,(blank),(blank),(blank),All Stores,No Group,S/M,0,0,0,0
David,Dogri Collection,EWS6CD22989A,Salwar Suit,Chanderi,Green,GREEN,GREEN,4998,(blank),(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
David,Dogri Collection,EWS6CD22989B,Salwar Suit,Chanderi,Brick Red,BRICK RED,RED,4998,(blank),(blank),(blank),All Stores,No Group,XS,52,3,17,32
David,Dogri Collection,EWS6CD22989B,Salwar Suit,Chanderi,Brick Red,BRICK RED,RED,4998,(blank),(blank),(blank),All Stores,No Group,S,104,7,34,63
David,Dogri Collection,EWS6CD22989B,Salwar Suit,Chanderi,Brick Red,BRICK RED,RED,4998,(blank),(blank),(blank),All Stores,No Group,M,156,10,51,95
David,Dogri Collection,EWS6CD22989B,Salwar Suit,Chanderi,Brick Red,BRICK RED,RED,4998,(blank),(blank),(blank),All Stores,No Group,L,156,10,51,95
David,Dogri Collection,EWS6CD22989B,Salwar Suit,Chanderi,Brick Red,BRICK RED,RED,4998,(blank),(blank),(blank),All Stores,No Group,XL,104,7,34,63
David,Dogri Collection,EWS6CD22989B,Salwar Suit,Chanderi,Brick Red,BRICK RED,RED,4998,(blank),(blank),(blank),All Stores,No Group,2XL,52,3,17,32
David,Dogri Collection,EWS6CD22989B,Salwar Suit,Chanderi,Brick Red,BRICK RED,RED,4998,(blank),(blank),(blank),All Stores,No Group,S/M,0,0,0,0
